date,close
2015-06-10,5076.689941
2015-06-11,5082.509766
2015-06-12,5051.100098
2015-06-15,5029.970215
2015-06-16,5055.549805
2015-06-17,5064.879883
2015-06-18,5132.950195
2015-06-19,5117.000000
2015-06-22,5153.970215
2015-06-23,5160.089844
2015-06-24,5122.410156
2015-06-25,5112.189941
2015-06-26,5080.509766
2015-06-29,4958.470215
2015-06-30,4986.870117
2015-07-01,5013.120117
2015-07-02,5009.209961
2015-07-06,4991.939941
2015-07-07,4997.459961
2015-07-08,4909.759766
2015-07-09,4922.399902
2015-07-10,4997.700195
2015-07-13,5071.509766
2015-07-14,5104.890137
2015-07-15,5098.939941
2015-07-16,5163.180176
2015-07-17,5210.140137
2015-07-20,5218.859863
2015-07-21,5208.120117
2015-07-22,5171.770020
2015-07-23,5146.410156
2015-07-24,5088.629883
2015-07-27,5039.779785
2015-07-28,5089.209961
2015-07-29,5111.729980
2015-07-30,5128.779785
2015-07-31,5128.279785
2015-08-03,5115.379883
2015-08-04,5105.549805
2015-08-05,5139.939941
2015-08-06,5056.439941
2015-08-07,5043.540039
2015-08-10,5101.799805
2015-08-11,5036.790039
2015-08-12,5044.390137
2015-08-13,5033.560059
2015-08-14,5048.240234
2015-08-17,5091.700195
2015-08-18,5059.350098
2015-08-19,5019.049805
2015-08-20,4877.490234
2015-08-21,4706.040039
2015-08-24,4526.250000
2015-08-25,4506.490234
2015-08-26,4697.540039
2015-08-27,4812.709961
2015-08-28,4828.319824
2015-08-31,4776.509766
2015-09-01,4636.100098
2015-09-02,4749.979980
2015-09-03,4733.500000
2015-09-04,4683.919922
2015-09-08,4811.930176
2015-09-09,4756.529785
2015-09-10,4796.250000
2015-09-11,4822.339844
2015-09-14,4805.759766
2015-09-15,4860.520020
2015-09-16,4889.240234
2015-09-17,4893.950195
2015-09-18,4827.229980
2015-09-21,4828.950195
2015-09-22,4756.720215
2015-09-23,4752.740234
2015-09-24,4734.479980
2015-09-25,4686.500000
2015-09-28,4543.970215
2015-09-29,4517.319824
2015-09-30,4620.160156
2015-10-01,4627.080078
2015-10-02,4707.779785
2015-10-05,4781.259766
2015-10-06,4748.359863
2015-10-07,4791.149902
2015-10-08,4810.790039
2015-10-09,4830.470215
2015-10-12,4838.640137
2015-10-13,4796.609863
2015-10-14,4782.850098
2015-10-15,4870.100098
2015-10-16,4886.689941
2015-10-19,4905.470215
2015-10-20,4880.970215
2015-10-21,4840.120117
2015-10-22,4920.049805
2015-10-23,5031.859863
2015-10-26,5034.700195
2015-10-27,5030.149902
2015-10-28,5095.689941
2015-10-29,5074.270020
2015-10-30,5053.750000
2015-11-02,5127.149902
2015-11-03,5145.129883
2015-11-04,5142.479980
2015-11-05,5127.740234
2015-11-06,5147.120117
2015-11-09,5095.299805
2015-11-10,5083.240234
2015-11-11,5067.020020
2015-11-12,5005.080078
2015-11-13,4927.879883
2015-11-16,4984.620117
2015-11-17,4986.020020
2015-11-18,5075.200195
2015-11-19,5073.640137
2015-11-20,5104.919922
2015-11-23,5102.479980
2015-11-24,5102.810059
2015-11-25,5116.140137
2015-11-27,5127.520020
2015-11-30,5108.669922
2015-12-01,5156.310059
2015-12-02,5123.220215
2015-12-03,5037.529785
2015-12-04,5142.270020
2015-12-07,5101.810059
2015-12-08,5098.240234
2015-12-09,5022.870117
2015-12-10,5045.169922
2015-12-11,4933.470215
2015-12-14,4952.229980
2015-12-15,4995.359863
2015-12-16,5071.129883
2015-12-17,5002.549805
2015-12-18,4923.080078
2015-12-21,4968.919922
2015-12-22,5001.109863
2015-12-23,5045.930176
2015-12-24,5048.490234
2015-12-28,5040.990234
2015-12-29,5107.939941
2015-12-30,5065.850098
2015-12-31,5007.410156
2016-01-04,4903.089844
2016-01-05,4891.430176
2016-01-06,4835.759766
2016-01-07,4689.430176
2016-01-08,4643.629883
2016-01-11,4637.990234
2016-01-12,4685.919922
2016-01-13,4526.060059
2016-01-14,4615.000000
2016-01-15,4488.419922
2016-01-19,4476.950195
2016-01-20,4471.689941
2016-01-21,4472.060059
2016-01-22,4591.180176
2016-01-25,4518.490234
2016-01-26,4567.669922
2016-01-27,4468.169922
2016-01-28,4506.680176
2016-01-29,4613.950195
2016-02-01,4620.370117
2016-02-02,4516.950195
2016-02-03,4504.240234
2016-02-04,4509.560059
2016-02-05,4363.140137
2016-02-08,4283.750000
2016-02-09,4268.759766
2016-02-10,4283.589844
2016-02-11,4266.839844
2016-02-12,4337.509766
2016-02-16,4435.959961
2016-02-17,4534.060059
2016-02-18,4487.540039
2016-02-19,4504.430176
2016-02-22,4570.609863
2016-02-23,4503.580078
2016-02-24,4542.609863
2016-02-25,4582.200195
2016-02-26,4590.470215
2016-02-29,4557.950195
2016-03-01,4689.600098
2016-03-02,4703.419922
2016-03-03,4707.419922
2016-03-04,4717.020020
2016-03-07,4708.250000
2016-03-08,4648.819824
2016-03-09,4674.379883
2016-03-10,4662.160156
2016-03-11,4748.470215
2016-03-14,4750.279785
2016-03-15,4728.669922
2016-03-16,4763.970215
2016-03-17,4774.990234
2016-03-18,4795.649902
2016-03-21,4808.870117
2016-03-22,4821.660156
2016-03-23,4768.859863
2016-03-24,4773.500000
2016-03-28,4766.790039
2016-03-29,4846.620117
2016-03-30,4869.290039
2016-03-31,4869.850098
2016-04-01,4914.540039
2016-04-04,4891.799805
2016-04-05,4843.930176
2016-04-06,4920.720215
2016-04-07,4848.370117
2016-04-08,4850.689941
2016-04-11,4833.399902
2016-04-12,4872.089844
2016-04-13,4947.419922
2016-04-14,4945.890137
2016-04-15,4938.220215
2016-04-18,4960.020020
2016-04-19,4940.330078
2016-04-20,4948.129883
2016-04-21,4945.890137
2016-04-22,4906.229980
2016-04-25,4895.790039
2016-04-26,4888.279785
2016-04-27,4863.140137
2016-04-28,4805.290039
2016-04-29,4775.359863
2016-05-02,4817.589844
2016-05-03,4763.220215
2016-05-04,4725.640137
2016-05-05,4717.089844
2016-05-06,4736.160156
2016-05-09,4750.209961
2016-05-10,4809.879883
2016-05-11,4760.689941
2016-05-12,4737.330078
2016-05-13,4717.680176
2016-05-16,4775.459961
2016-05-17,4715.729980
2016-05-18,4739.120117
2016-05-19,4712.529785
2016-05-20,4769.560059
2016-05-23,4765.779785
2016-05-24,4861.060059
2016-05-25,4894.890137
2016-05-26,4901.770020
2016-05-27,4933.500000
2016-05-31,4948.049805
2016-06-01,4952.250000
2016-06-02,4971.359863
2016-06-03,4942.520020
2016-06-06,4968.709961
2016-06-07,4961.750000
2016-06-08,4974.640137
2016-06-09,4958.620117
2016-06-10,4894.549805
2016-06-13,4848.439941
2016-06-14,4843.549805
2016-06-15,4834.930176
2016-06-16,4844.919922
2016-06-17,4800.339844
2016-06-20,4837.209961
2016-06-21,4843.759766
2016-06-22,4833.319824
2016-06-23,4910.040039
2016-06-24,4707.979980
2016-06-27,4594.439941
2016-06-28,4691.870117
2016-06-29,4779.250000
2016-06-30,4842.669922
2016-07-01,4862.569824
2016-07-05,4822.899902
2016-07-06,4859.160156
2016-07-07,4876.810059
2016-07-08,4956.759766
2016-07-11,4988.640137
2016-07-12,5022.819824
2016-07-13,5005.729980
2016-07-14,5034.060059
2016-07-15,5029.589844
2016-07-18,5055.779785
2016-07-19,5036.370117
2016-07-20,5089.930176
2016-07-21,5073.899902
2016-07-22,5100.160156
2016-07-25,5097.629883
2016-07-26,5110.049805
2016-07-27,5139.810059
2016-07-28,5154.979980
2016-07-29,5162.129883
2016-08-01,5184.200195
2016-08-02,5137.729980
2016-08-03,5159.740234
2016-08-04,5166.250000
2016-08-05,5221.120117
2016-08-08,5213.140137
2016-08-09,5225.479980
2016-08-10,5204.580078
2016-08-11,5228.399902
2016-08-12,5232.890137
2016-08-15,5262.020020
2016-08-16,5227.109863
2016-08-17,5228.660156
2016-08-18,5240.149902
2016-08-19,5238.379883
2016-08-22,5244.600098
2016-08-23,5260.080078
2016-08-24,5217.689941
2016-08-25,5212.200195
2016-08-26,5218.919922
2016-08-29,5232.330078
2016-08-30,5222.990234
2016-08-31,5213.220215
2016-09-01,5227.209961
2016-09-02,5249.899902
2016-09-06,5275.910156
2016-09-07,5283.930176
2016-09-08,5259.479980
2016-09-09,5125.910156
2016-09-12,5211.890137
2016-09-13,5155.250000
2016-09-14,5173.770020
2016-09-15,5249.689941
2016-09-16,5244.569824
2016-09-19,5235.029785
2016-09-20,5241.350098
2016-09-21,5295.180176
2016-09-22,5339.520020
2016-09-23,5305.750000
2016-09-26,5257.490234
2016-09-27,5305.709961
2016-09-28,5318.549805
2016-09-29,5269.149902
2016-09-30,5312.000000
2016-10-03,5300.870117
2016-10-04,5289.660156
2016-10-05,5316.020020
2016-10-06,5306.850098
2016-10-07,5292.399902
2016-10-10,5328.669922
2016-10-11,5246.790039
2016-10-12,5239.020020
2016-10-13,5213.330078
2016-10-14,5214.160156
2016-10-17,5199.819824
2016-10-18,5243.839844
2016-10-19,5246.410156
2016-10-20,5241.830078
2016-10-21,5257.399902
2016-10-24,5309.830078
2016-10-25,5283.399902
2016-10-26,5250.270020
2016-10-27,5215.970215
2016-10-28,5190.100098
2016-10-31,5189.140137
2016-11-01,5153.580078
2016-11-02,5105.569824
2016-11-03,5058.410156
2016-11-04,5046.370117
2016-11-07,5166.169922
2016-11-08,5193.490234
2016-11-09,5251.069824
2016-11-10,5208.799805
2016-11-11,5237.109863
2016-11-14,5218.399902
2016-11-15,5275.620117
2016-11-16,5294.580078
2016-11-17,5333.970215
2016-11-18,5321.509766
2016-11-21,5368.859863
2016-11-22,5386.350098
2016-11-23,5380.680176
2016-11-25,5398.919922
2016-11-28,5368.810059
2016-11-29,5379.919922
2016-11-30,5323.680176
2016-12-01,5251.109863
2016-12-02,5255.649902
2016-12-05,5308.890137
2016-12-06,5333.000000
2016-12-07,5393.759766
2016-12-08,5417.359863
2016-12-09,5444.500000
2016-12-12,5412.540039
2016-12-13,5463.830078
2016-12-14,5436.669922
2016-12-15,5456.850098
2016-12-16,5437.160156
2016-12-19,5457.439941
2016-12-20,5483.939941
2016-12-21,5471.430176
2016-12-22,5447.419922
2016-12-23,5462.689941
2016-12-27,5487.439941
2016-12-28,5438.560059
2016-12-29,5432.089844
2016-12-30,5383.120117
2017-01-03,5429.080078
2017-01-04,5477.000000
2017-01-05,5487.939941
2017-01-06,5521.060059
2017-01-09,5531.819824
2017-01-10,5551.819824
2017-01-11,5563.649902
2017-01-12,5547.490234
2017-01-13,5574.120117
2017-01-17,5538.729980
2017-01-18,5555.649902
2017-01-19,5540.080078
2017-01-20,5555.330078
2017-01-23,5552.939941
2017-01-24,5600.959961
2017-01-25,5656.339844
2017-01-26,5655.180176
2017-01-27,5660.779785
2017-01-30,5613.709961
2017-01-31,5614.790039
2017-02-01,5642.649902
2017-02-02,5636.200195
2017-02-03,5666.770020
2017-02-06,5663.549805
2017-02-07,5674.220215
2017-02-08,5682.450195
2017-02-09,5715.180176
2017-02-10,5734.129883
2017-02-13,5763.959961
2017-02-14,5782.569824
2017-02-15,5819.439941
2017-02-16,5814.899902
2017-02-17,5838.580078
2017-02-21,5865.950195
2017-02-22,5860.629883
2017-02-23,5835.509766
2017-02-24,5845.310059
2017-02-27,5861.899902
2017-02-28,5825.439941
2017-03-01,5904.029785
2017-03-02,5861.220215
2017-03-03,5870.750000
2017-03-06,5849.180176
2017-03-07,5833.930176
2017-03-08,5837.549805
2017-03-09,5838.810059
2017-03-10,5861.729980
2017-03-13,5875.779785
2017-03-14,5856.819824
2017-03-15,5900.049805
2017-03-16,5900.759766
2017-03-17,5901.000000
2017-03-20,5901.529785
2017-03-21,5793.830078
2017-03-22,5821.640137
2017-03-23,5817.689941
2017-03-24,5828.740234
2017-03-27,5840.370117
2017-03-28,5875.140137
2017-03-29,5897.549805
2017-03-30,5914.339844
2017-03-31,5911.740234
2017-04-03,5894.680176
2017-04-04,5898.609863
2017-04-05,5864.479980
2017-04-06,5878.950195
2017-04-07,5877.810059
2017-04-10,5880.930176
2017-04-11,5866.770020
2017-04-12,5836.160156
2017-04-13,5805.149902
2017-04-17,5856.790039
2017-04-18,5849.470215
2017-04-19,5863.029785
2017-04-20,5916.779785
2017-04-21,5910.520020
2017-04-24,5983.819824
2017-04-25,6025.490234
2017-04-26,6025.229980
2017-04-27,6048.939941
2017-04-28,6047.609863
2017-05-01,6091.600098
2017-05-02,6095.370117
2017-05-03,6072.549805
2017-05-04,6075.339844
2017-05-05,6100.759766
2017-05-08,6102.660156
2017-05-09,6120.589844
2017-05-10,6129.140137
2017-05-11,6115.959961
2017-05-12,6121.229980
2017-05-15,6149.669922
2017-05-16,6169.870117
2017-05-17,6011.240234
2017-05-18,6055.129883
2017-05-19,6083.700195
2017-05-22,6133.620117
2017-05-23,6138.709961
2017-05-24,6163.020020
2017-05-25,6205.259766
2017-05-26,6210.189941
2017-05-30,6203.189941
2017-05-31,6198.520020
2017-06-01,6246.830078
2017-06-02,6305.799805
2017-06-05,6295.680176
2017-06-06,6275.060059
2017-06-07,6297.379883
2017-06-08,6321.759766
2017-06-09,6207.919922
2017-06-12,6175.459961
2017-06-13,6220.370117
2017-06-14,6194.890137
2017-06-15,6165.500000
2017-06-16,6151.759766
2017-06-19,6239.009766
2017-06-20,6188.029785
2017-06-21,6233.950195
2017-06-22,6236.689941
2017-06-23,6265.250000
2017-06-26,6247.149902
2017-06-27,6146.620117
2017-06-28,6234.410156
2017-06-29,6144.350098
2017-06-30,6140.419922
2017-07-03,6110.060059
2017-07-05,6150.859863
2017-07-06,6089.459961
2017-07-07,6153.080078
2017-07-10,6176.390137
2017-07-11,6193.299805
2017-07-12,6261.169922
2017-07-13,6274.439941
2017-07-14,6312.470215
2017-07-17,6314.430176
2017-07-18,6344.310059
2017-07-19,6385.040039
2017-07-20,6390.000000
2017-07-21,6387.750000
2017-07-24,6410.810059
2017-07-25,6412.169922
2017-07-26,6422.750000
2017-07-27,6382.189941
2017-07-28,6374.680176
2017-07-31,6348.120117
2017-08-01,6362.939941
2017-08-02,6362.649902
2017-08-03,6340.339844
2017-08-04,6351.560059
2017-08-07,6383.770020
2017-08-08,6370.459961
2017-08-09,6352.330078
2017-08-10,6216.870117
2017-08-11,6256.560059
2017-08-14,6340.229980
2017-08-15,6333.009766
2017-08-16,6345.109863
2017-08-17,6221.910156
2017-08-18,6216.529785
2017-08-21,6213.129883
2017-08-22,6297.479980
2017-08-23,6278.410156
2017-08-24,6271.330078
2017-08-25,6265.640137
2017-08-28,6283.020020
2017-08-29,6301.890137
2017-08-30,6368.310059
2017-08-31,6428.660156
2017-09-01,6435.330078
2017-09-05,6375.569824
2017-09-06,6393.310059
2017-09-07,6397.870117
2017-09-08,6360.189941
2017-09-11,6432.259766
2017-09-12,6454.279785
2017-09-13,6460.189941
2017-09-14,6429.080078
2017-09-15,6448.470215
2017-09-18,6454.640137
2017-09-19,6461.319824
2017-09-20,6456.040039
2017-09-21,6422.689941
2017-09-22,6426.919922
2017-09-25,6370.589844
2017-09-26,6380.160156
2017-09-27,6453.259766
2017-09-28,6453.450195
2017-09-29,6495.959961
2017-10-02,6516.720215
2017-10-03,6531.709961
2017-10-04,6534.629883
2017-10-05,6585.359863
2017-10-06,6590.180176
2017-10-09,6579.729980
2017-10-10,6587.250000
2017-10-11,6603.549805
2017-10-12,6591.509766
2017-10-13,6605.799805
2017-10-16,6624.000000
2017-10-17,6623.660156
2017-10-18,6624.220215
2017-10-19,6605.069824
2017-10-20,6629.049805
2017-10-23,6586.830078
2017-10-24,6598.430176
2017-10-25,6563.890137
2017-10-26,6556.770020
2017-10-27,6701.259766
2017-10-30,6698.959961
2017-10-31,6727.669922
2017-11-01,6716.529785
2017-11-02,6714.939941
2017-11-03,6764.439941
2017-11-06,6786.439941
2017-11-07,6767.779785
2017-11-08,6789.120117
2017-11-09,6750.049805
2017-11-10,6750.939941
2017-11-13,6757.600098
2017-11-14,6737.870117
2017-11-15,6706.209961
2017-11-16,6793.290039
2017-11-17,6782.790039
2017-11-20,6790.709961
2017-11-21,6862.479980
2017-11-22,6867.359863
2017-11-24,6889.160156
2017-11-27,6878.520020
2017-11-28,6912.359863
2017-11-29,6824.390137
2017-11-30,6873.970215
2017-12-01,6847.589844
2017-12-04,6775.370117
2017-12-05,6762.209961
2017-12-06,6776.379883
2017-12-07,6812.839844
2017-12-08,6840.080078
2017-12-11,6875.080078
2017-12-12,6862.319824
2017-12-13,6875.799805
2017-12-14,6856.529785
2017-12-15,6936.580078
2017-12-18,6994.759766
2017-12-19,6963.850098
2017-12-20,6960.959961
2017-12-21,6965.359863
2017-12-22,6959.959961
2017-12-26,6936.250000
2017-12-27,6939.339844
2017-12-28,6950.160156
2017-12-29,6903.390137
2018-01-02,7006.899902
2018-01-03,7065.529785
2018-01-04,7077.910156
2018-01-05,7136.560059
2018-01-08,7157.390137
2018-01-09,7163.580078
2018-01-10,7153.569824
2018-01-11,7211.779785
2018-01-12,7261.060059
2018-01-16,7223.689941
2018-01-17,7298.279785
2018-01-18,7296.049805
2018-01-19,7336.379883
2018-01-22,7408.029785
2018-01-23,7460.290039
2018-01-24,7415.060059
2018-01-25,7411.160156
2018-01-26,7505.770020
2018-01-29,7466.509766
2018-01-30,7402.479980
2018-01-31,7411.479980
2018-02-01,7385.859863
2018-02-02,7240.950195
2018-02-05,6967.529785
2018-02-06,7115.879883
2018-02-07,7051.979980
2018-02-08,6777.160156
2018-02-09,6874.490234
2018-02-12,6981.959961
2018-02-13,7013.509766
2018-02-14,7143.620117
2018-02-15,7256.430176
2018-02-16,7239.470215
2018-02-20,7234.310059
2018-02-21,7218.229980
2018-02-22,7210.089844
2018-02-23,7337.390137
2018-02-26,7421.459961
2018-02-27,7330.350098
2018-02-28,7273.009766
2018-03-01,7180.560059
2018-03-02,7257.870117
2018-03-05,7330.709961
2018-03-06,7372.009766
2018-03-07,7396.649902
